시작 시간,종료 시간,내용,live_id
00:00:00.65,00:00:01.70,안녕!,18436744
00:01:38.48,00:01:50.71,아아 소리 잘 들리나요?,
00:01:50.73,00:01:56.12,훈련보드에서 총 좀 맞는 거 한번 만져볼까?,
00:01:56.14,00:01:59.89,게임 소리는 잘 들리나요?,
00:02:00.45,00:02:00.55,뽀러리 왜,
00:02:11.23,00:02:17.06,뭔 훈련장에 이렇게 들어갔는데 오래 걸려?,
00:02:17.08,00:02:26.88,게임 소리가 안 들려?,
00:02:26.90,00:02:28.33,AR 중에 뭐가 좋을까요?,
00:02:51.68,00:03:18.81,게임 방송은 어제까지 하지 않았냐고?,
00:03:18.83,00:03:20.45,방금 전까지 그림 방송 했는데?,
00:03:45.46,00:04:04.23,M4가 진짜 무난하긴 하네요 에이스 에이스도 괜찮다,
00:04:14.18,00:04:34.79,"아, 에이스가 아니었어?",
00:04:34.99,00:04:35.63,나쁘지 않을지도?,
00:04:49.04,00:05:09.48,오케이 바로 실전 간다 어 게임 소리 존나 크게 들리는데 나만 그래요?,
00:05:20.03,00:05:29.66,살짝 줄일까?,
00:05:29.68,00:05:41.86,게임 소리를?,
00:05:41.88,00:05:42.00,렛츠고!,
00:05:42.02,00:05:45.78,아니 약간 그래도 저 멀리 있으면 SR 쓰는 게 낫지 않나요?,
00:05:51.26,00:06:09.59,잔혹이네 보내 소리가 거의 안 들려 키워 드렸어요,
00:06:18.72,00:06:20.18,멀리 있는 걸 왜 자꾸 노리는데?,
00:06:20.60,00:06:46.16,아 쇼츠 같은 거 보니까 막 사람들 막 멀리 차 지나가면 일단 막 단발로 아 연사로 그냥 라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라�,
00:06:49.77,00:07:03.28,짤 파밍 할까?,
00:07:03.30,00:07:10.71,부캠 고 첫판이니까 부캠 오케이 간다아,
00:07:31.77,00:07:40.13,오케이 내 먹잇감이 이렇게 많아?,
00:07:40.15,00:07:46.69,흠 ㅅㅂ 고일대로 코인겜에서 호수가 차 타고 지나가는데 너 샷 밟아보고 이새낀 유비인데 잡고 가야지 한다고,
00:08:05.40,00:08:17.01,손만한 새끼.,
00:08:17.03,00:08:17.37,아이 씨X 따위.,
00:08:17.65,00:08:25.93,아...,
00:08:31.57,00:08:55.47,좀 더 빨리 알아챘으면 미리 가서 대기하는데 그래도 1킬 했죠?,
00:08:55.49,00:08:55.51,음,
00:09:01.92,00:09:29.81,데이고 근데 진짜 게임 시작 빨라졌다 영웅 오걸들의 시간이다 팥다 끓은 콩팥을 내와라,
00:09:30.30,00:09:47.56,옛날에는 100명 다 찰 때까지 대기하고 꼭 그리고 60초 기다려야 되지 않았어?,
00:09:47.58,00:09:58.08,오늘도 솔로큐만 할 거냐고?,
00:09:58.10,00:09:58.13,어?,
00:09:58.15,00:09:58.20,왜?,
00:09:58.22,00:10:00.04,이번엔 짤 파밍으로 가볼까?,
00:10:23.47,00:10:40.62,오케이 여기로 간다 스팀베그는 거의 다 사람이던데 사람 아닌 걸 본 적이 없어 이 게임 낙하심 타기 게임인가요 볼 때문에 다 낙하심 타시는데,
00:10:54.67,00:11:04.01,자동차 온다?,
00:11:04.03,00:11:04.38,여기 있다.,
00:11:04.40,00:11:04.62,차 타고 다녀야겠다.,
00:11:28.68,00:11:55.16,헐컹 오우 쉣 자기장 오 위치 나쁘지 않아 저기서 파밍하면 되겠다 오오,
00:12:06.48,00:12:26.07,K2 미니 드라구노프 에이스 한번 써보자,
00:12:38.79,00:13:05.54,가방 가방 가방이 안 보인다 여기서 차 소리 들리는 거 같은데 기분 탓인가,
00:13:09.81,00:13:15.84,2렙 가방이 없네.,
00:13:15.86,00:13:16.18,비밀 열쇠?,
00:13:16.28,00:13:32.24,이건 뭐야?,
00:13:32.26,00:13:37.17,자가제세 동기는 이거... 오...,
00:13:40.91,00:13:41.61,파밍 끝난 듯?,
00:13:42.95,00:14:00.68,여기 가서 존버해야지 어?,
00:14:00.70,00:14:07.43,여기도 탈까?,
00:14:07.45,00:14:07.49,어?,
00:14:07.51,00:14:08.69,차다 누가 있단 소리 아니에요?,
00:14:12.97,00:14:18.56,황금 고블린이 되지 않겠다는 뜻 자연 스폰이야?,
00:14:18.58,00:14:33.86,그래도 조심해서 나쁠 거 없죠?,
00:14:33.88,00:14:39.99,배율이나 하나 좋은 거 뭐 좋겠는데 오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오,
00:14:55.08,00:15:20.54,잠깐 따져 있는데 원래 열려 있는 곳인가 3렙 가방이 있어 털린 곳이네 지금 넘어가자,
00:15:26.62,00:15:47.29,문지기가 있을까?,
00:15:47.31,00:15:48.24,어이 총소리 들린다,
00:16:05.95,00:16:31.35,움직이기 피하는 무빙 없군 어 뭐 대놓고 달리나?,
00:16:31.49,00:16:31.55,아니지,
00:16:49.12,00:16:50.64,왠지 여기 사람 있을 것 같아.,
00:16:50.92,00:17:09.48,나만 그런 생각든?,
00:17:09.50,00:17:09.64,"어, 털렸다.",
00:17:09.66,00:17:09.74,아닌가?,
00:17:55.22,00:18:18.57,어디에 있을까 일단 정면 방향인 것 같은데 이 새끼도 신중한데,
00:18:24.12,00:18:27.49,낚시 한번 해봐?,
00:18:27.51,00:18:29.98,아 X발 X됐다 X됐다 저쪽에 던질라 했는데,
00:18:57.84,00:19:18.62,오지를 선져넘은다,
00:19:39.00,00:19:58.44,저 위에서 저격 당하기 딱 좋네 여기 없는거 아니냐 분명 발소리 들었어 분명해,
00:20:24.75,00:20:37.04,아 나도 이동할까 그냥 여기로 갈까?,
00:20:37.06,00:20:37.22,발소리 들렸는데,
00:21:22.59,00:21:31.97,이 사람 지금 브이로그 찍나요?,
00:21:32.23,00:21:33.08,존만한 새끼,
