시작 시간,종료 시간,내용,live_id
00:00:08.53,00:00:35.74,빛나는 구멍을 털어내며 Fly Away 몸속에 빛나는 파노람마 눈에 띄어온 지구가 일어나면서 화산을 폭발시켜요 녹아낸 찬물,18449957
00:00:42.80,00:01:12.66,ファンキング!,
00:01:28.60,00:01:53.34,そらをきゅうこうかぜとコースターうちてゆくよバーニングのそのえけしきさかさになるとむかいさやまさえおしりにみえる,
00:01:55.42,00:02:20.95,やむじかんはないよどこかにひそむびっくりにあいたいからチャラッ!ヘチャラッ!あたまからぼうのほうがゆめつめこめる,
00:02:23.92,00:02:39.82,えいがおウルトラセットで今日もアイアイアイアイアイチャラ何が起きても気分は,
00:02:45.52,00:02:56.81,파이팅!,
00:03:21.14,00:03:45.62,할로우 이승권이 왔어요 오늘따라 개 잘생겼다고요?,
00:03:45.63,00:03:45.71,아리가또,
00:03:50.72,00:04:01.40,뒷머리 왜 이렇게 철수처럼 되어있냐?,
00:04:01.41,00:04:18.01,아무튼 오늘도 어제에 이어서 그림 방송을 할 예정인데요 오늘은 어느 펜으로 그릴까?,
00:04:18.03,00:04:18.13,펠트심으로,
00:04:20.46,00:04:22.20,빨리 투표하자?,
00:04:22.22,00:04:24.75,뭐 ㅅㅂ 내가 블라카이브 공방 실시간으로 그려주는 사람이야?,
00:04:32.14,00:04:46.70,라고 하기엔 블라를 만들긴 했네 음 음 음,
00:04:49.79,00:04:59.02,이 정도면 경고 대상 아니긴 하지?,
00:04:59.04,00:05:19.46,"아니, 블라 공방 채팅을 여기서 치지 말라고요 치지지 깊성 직전에 그린 니코가 오늘 실장된다고 나왔어 니코?",
00:05:21.55,00:05:25.99,레바형 버튜버 한 명 더 통발 걸린 거 봤어?,
00:05:26.25,00:05:40.81,어 카페에 올린 건 봤어요 이콜하면 예전에 작년에 하나 그리지 않았나?,
00:05:40.83,00:05:48.92,아 그리고 통발이라고 하지 마세요 침례일 수 있잖아 참 나 진짜 저다 새삼스럽네,
00:05:50.89,00:06:02.39,얘가 실장 된단 거 아냐?,
00:06:02.49,00:06:20.09,유튜브 통발에 걸린 한 명 손풀이로 예나 한 번 더 그릴까?,
00:06:21.45,00:06:44.22,아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아,
00:06:46.22,00:06:57.86,드디어 배그가 끝이구나?,
00:06:58.18,00:07:01.44,뭔 소리야?,
00:07:01.47,00:07:12.08,오늘 방송하기도 전에 너 배그 하고 왔는데?,
00:07:21.93,00:07:50.13,그냥 요새 일어나서 약간 할 거 없을 때 사이퍼즈랑 배그 번갈아가면서 전파는 뭐 피로도만 녹으면 딱 끝나는데 뭐,
00:07:58.11,00:08:03.48,앞으로 사이퍼즈만 혼자 하고 배그할 땐 방송 치고 해.,
00:08:03.50,00:08:05.66,혼자 합니다.,
00:08:05.68,00:08:13.97,통달 vs 덕 vs 울무 vs 울가미 vs 페로몬 vs 섹스 어필 이 중에 어떤 게 더 유해 보이냐?,
00:08:14.27,00:08:15.97,섹스 어필은 그럴 때 쓰는 거 아니야 미쳐봐.,
00:08:15.99,00:08:24.22,이시앙 어제 새벽에 밀배에서 차 끼라고 내려서 내 시체에 티백잉 하다가 수류탄 맞고 죽은 게 너냐?,
00:08:24.24,00:08:24.34,아닌데?,
00:08:24.36,00:08:24.64,나 시체에 티백잉 안 해.,
00:08:29.36,00:08:56.69,고고고 고고고,
00:09:06.49,00:09:20.52,어제 유명 버튜버 저격해서 보이스텟으로 고백받아달라고 한 사람이 레바님인가요?,
00:09:20.54,00:09:20.76,누가 그래?,
00:09:21.18,00:09:29.49,그런 일이 있었어?,
00:09:38.10,00:09:52.22,이 체리스 탐정 ADD 탐정 ADD 탐정 ADD,
00:10:11.10,00:10:22.88,목요일에 높아질 애기홈 나오는데 잠깐 킬 생각 있으신가요?,
00:10:22.90,00:10:39.02,음...킬 것 같은데?,
00:10:39.04,00:10:39.60,벌써 퍼스업에 나온지 2주차야?,
00:10:39.62,00:10:40.24,시간 X되게 잘 가네 다음 주인 줄 알았는데 이번 주야?,
00:10:40.26,00:10:40.62,이제 일요일이니까 이번 주 맞나?,
00:10:42.71,00:10:59.45,너희 레바 음에 너무 심한 거 아니냐?,
00:10:59.47,00:11:02.27,레바가 거추버 본면 이해 못한다고 했냐?,
00:11:03.77,00:11:05.11,거추버 추천하면 핸때리기라도 했냐?,
00:11:05.39,00:11:08.05,거추버랑 기싸움이라기도 했냐?,
00:11:08.08,00:11:10.02,거추버한테 결혼하자고 망상이라고 했냐?,
00:11:11.63,00:11:29.66,몇 개는 존나 음했는데 일부는 그런 말 했다는 점 이해하지만,
00:11:45.81,00:12:00.08,아 이 노래 존나 오랜만에 듣네.,
00:12:01.02,00:12:03.79,앤디 이름이 뭐였더라?,
00:12:11.74,00:12:12.00,아 고마워요.,
00:12:27.83,00:12:42.16,근데 밖에 날씨가 벌써 거의 여름 날씨 가까워지다 그러고 보니 레꼬단들 던파 결투장이랑 사이퍼즈 할 때는 아무 말도 안 하다가 배그할 때만 버튜버 합방 얘기하는 거임?,
00:12:42.81,00:12:46.41,던파랑 사이퍼즈는 버튜버들이 할 가치가 없다는 거냐?,
00:12:46.65,00:12:57.01,네오플한테 사과해라 아니 그럴 수 있지 카페에 새 총악 이미지 올렸는데 투표에 넣어도 됨?,
00:12:57.03,00:12:57.11,음...,
00:13:04.58,00:13:25.23,오늘 투표해봤자 새로 추가된 블라아카 캐릭터밖에 없을 것 같긴 한데 그럼 아예 새로 나온 것만 위주로 그릴까?,
00:13:25.25,00:13:25.43,나 블라 안 해?,
00:13:25.45,00:13:27.08,그래도 캐릭터는 누릴 수 있잖아,
00:13:31.43,00:13:39.62,왜 이렇게 요새 그린브랜드 어깨가 아프지?,
00:13:40.30,00:13:40.78,예전엔 안 그랬는데?,
00:13:40.80,00:13:55.00,늙어서 그런가?,
00:13:55.02,00:13:59.86,우리의 영원한 공주님 이승권 사랑에 평생 함께야 고마워요,
00:14:01.48,00:14:02.58,자는 자세가 잘못됐나?,
