시작 시간,종료 시간,내용
00:00:00.03,00:00:06.32,다음 영상에서 만나요.
00:01:10.98,00:01:12.76,시청해주셔서 감사합니다.
00:02:23.24,00:02:46.05,다음 영상에서 만나요.
00:03:25.01,00:03:38.87,아아 소리 잘 들리나요?
00:03:38.89,00:03:43.74,자 오늘은 치즈 직판 갈틱쇼 치즈 스케치를 가지고 왔습니다
00:03:52.63,00:04:08.75,원래 이런 게 있는지 몰랐는데 쇼츠를 보다가 타빈님이 그림 퀴즈쇼를 하고 있는 거야 그래서 어?
00:04:08.77,00:04:11.59,이거 무슨 프로그램이지?
00:04:11.61,00:04:15.41,하고 아니 7시 30분이라며 곧바로 올 거면 왜 7시 30분이라 공지한 거냐 크크크 타빈님한테 이거 대체 무슨 프로그램인가요?
00:04:15.43,00:04:21.02,했는데 딱 링크 공유를 받았거든요 그래서 이렇게 하게 되었습니다 하여튼 반갑습니다
00:04:23.21,00:04:51.43,아 둘 다 할 수 있습니다 주제가 랜덤으로 나오는 것도 있고 내가 답을 적을 수도 있고 예전 그 그거랑 똑같습니다 일단 시험 삼아 한번 해볼까요 직접 입력 제시어를 내가
00:04:53.11,00:05:07.81,이렇게 하면 위에 다섯 글자라고 이렇게 글자수도 나오고 제가 이런 식으로
00:05:27.37,00:05:42.71,그림을 그리면 여러분이 채팅으로 이렇게 잠깐 답을 그냥 채팅으로만 치면 답이 되는 건가?
00:05:56.90,00:06:00.64,정답은 허니츄러스 아 이거 연결이 아직 안 돼서 그런가?
00:06:00.76,00:06:23.90,잠시만요 기다려 기다려
00:06:25.77,00:06:53.10,레바가 간만에 컨텐츠 들고 오길래 잔뜩 기대했는데 오자마자 보이는 게 또 버튜버냐?
00:06:53.12,00:06:53.46,진짜 의도가 투명하다 투명어이.
00:06:53.48,00:06:53.52,어?
00:06:53.54,00:06:53.70,된 거 같은데?
00:06:53.72,00:06:54.14,옆에 실시간 채팅창에 채팅안 올라왔음.
00:06:54.16,00:06:54.52,그리고 첫 문제부터 좀 역하네요.
00:06:54.54,00:06:55.04,야야 이거 치즈로 정답 맞추게 하는 거 없냐?
00:06:55.06,00:06:55.38,그지 새끼들 박탈감 일으켜요.
00:06:55.41,00:06:55.52,조용히 좀.
00:06:56.37,00:07:25.63,아 벌써 맞춰버렸어요 아이 세상에 한번 물어볼 때 끈덕지게 제대로 물어봐야 타비님이랑 오래 대화하지 바보야 하여튼 타비님이 알려주신 이 써드 파티로 오늘 그림 컨텐츠를 할 건데요 다음 라운드 이번엔 좀 사람들이 못 맞출 만한 것들을 한번 해야겠지?
00:07:25.65,00:07:25.83,뭘 할까 뭘 할까
00:07:34.91,00:07:39.23,누가 버튜버 사전 좀 가져와봐라
00:07:56.75,00:07:58.25,어?
00:07:59.91,00:08:23.75,어허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허�
00:08:28.37,00:08:52.40,"야시, 아직 그 초소형 모기 코봇 안 쓰는 거 맞지?"
00:08:52.42,00:08:52.62,아니 왜 맞추는데?
00:08:52.64,00:08:53.12,아니 참 나.. 레바야 좀 참신한 거 없냐?
00:08:53.14,00:08:53.48,너 머릿속 진짜 투명하다니까?
00:08:54.92,00:08:55.40,조만간 니 AI로 방송 대신할 것 같다니까?
00:08:55.52,00:09:24.77,진짜 못 맞추는 거 할게 그러면 레바 뇌 파악 완료 존나 쉽노 크크크크 초로이 초로이 좀 버튜버에서 벗어나봐라 진짜 투명하네 레바야 니 머릿속엔 버튜버밖에 없니?
00:09:26.57,00:09:46.72,이거도 롤처럼 밴 시스템 없음 허투버 밴딩 마렵네 에이 이 형도 나이가 있는데 좀 껄떡할 수도 있는 거지 갈 때 됐잖아
00:09:49.74,00:10:17.37,으아아아아아아아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ�
00:10:19.42,00:10:28.13,레바야 너가 짜던 할배잖아.
00:10:28.15,00:10:28.21,다음.
00:10:28.23,00:10:29.10,아니 X발 결과가 나와?
00:10:29.84,00:10:32.12,아니 X발 나 얼텅이었네.
00:10:32.14,00:10:42.89,1등은 베란 유도제님.
00:10:42.91,00:10:46.56,이번엔 랜덤 주제로 한 번 그려볼까요?
00:10:46.58,00:10:46.70,어디 보자.
00:10:54.73,00:11:10.36,뭐 이런 주제가 다 있냐 신기하네 아니지 반대잖아
00:11:46.36,00:11:51.75,정답은 주전작업사 아니 주제가 저도 아주 골때리네 이거 랜덤 주제가?
00:11:57.54,00:12:08.94,이거 어떻게 맞췄냐?
00:12:08.96,00:12:09.74,다음 주제
00:12:20.57,00:12:21.81,장담한대.
00:12:21.83,00:12:25.99,내가 하는 거 보고 치지직에서 이 기능 뺄 것 같다.
00:12:26.13,00:12:32.23,무섭다 진짜 유전자 검사의 치지의 저재.
00:12:38.52,00:13:04.29,다음 영상에서 만나요!
00:13:04.70,00:13:19.68,아 정답은 스팸 차단 아 이거 아주 귀여운 문제죠?
00:13:20.56,00:13:31.60,살짝 글씨를 약간 키워야겠어요 자 이번엔 두 글자네요
00:13:36.08,00:13:59.70,레바야 스팸 자반이면 호주님이 너 차단한 거 그렸으면 다들 금방 맞췄다.
00:14:32.53,00:14:58.25,정답자 없음 아 여러분 참 참 아쉽네요 이런 건 또 못 맞추네 이게 예술이 아니냐고 이게 아트지 다음 제시어
00:15:05.88,00:15:23.62,니 기준 여자 몸매 합격 커트라인은 뭐냐?
00:15:23.64,00:15:24.24,시발려나 뭔데 가슴 보여주면 합격인데 너 그런거 보니?
00:15:24.26,00:15:34.67,시발 상식적인 선에서 정답을 맞추려던 내가 병신이지 이 새끼 문제 내는 수준을 까먹었다 유유 너가 우리 대장인 이유가 있다
00:15:36.54,00:16:04.81,레바야 너 방송 오래 보고 싶은데 치지직이 갈틱쇼 기능 만들어줘서 고맙다고 할망정에 넌 치지직한테 빅녀스를 먹이는 건 아닌 것 같아 정답은 가렉터 이거 맞추는 사람이 있다는 게 문제입니다
00:16:22.15,00:16:50.16,어디 보자 어디 보자 정답은 주먹밥 그래도 생각보다 잘 맞추는데요?
00:16:50.18,00:16:51.26,아주 훌륭해요
00:16:56.58,00:17:13.94,결과가 이렇게 모음지로 뜨니까 웃기네 라운드를 한 10가지 올려볼까요?
00:17:13.96,00:17:22.42,60초가 뭐 길거나 짧거나 하지 않죠 글자수가 있으니까 그나마 맞추는 것 같은데
00:17:27.95,00:17:56.55,시청자 제안은 뭐냐고요 느낌표 하고 제시어 한 다음에 글씨를 문제를 쓰면 랜덤으로 저한테 제안이 온다 하네요 해보자고 시청자 제안 시청자가 채팅창에 느낌표 제시어 그다음 단어
00:17:57.71,00:18:10.37,이렇게 치면 그 중에서 골라서 진행 한번 해볼까요?
00:18:10.39,00:18:25.27,시청자 제안 받는 중 자 제안이 벌써 30개 나오고 있어요
00:18:26.00,00:18:53.68,"39, 41개, 50개, 55개 이야 이거 이러니까 완전 그 스피드 그림 신청 반송이네 100개가 채워지면 한번 Stop 해보겠습니다 Stop 아닌가?"
00:18:53.70,00:18:53.94,이렇게 하는게 아닌가?
00:18:53.96,00:18:54.00,중단
00:18:57.01,00:19:12.21,야 채팅창 칼 싼 거냐?
00:19:12.23,00:19:12.45,건절 난 거 적어라.
00:19:15.38,00:19:16.44,이건 내 탓 아니다.
00:19:16.58,00:19:25.87,여러분이 신청한 주제다.
00:19:26.51,00:19:26.65,다음 라운드.
00:19:29.40,00:19:52.77,15개월
00:19:53.16,00:20:03.17,시청자 제안 문제지가 아주 훌륭하네요.
00:20:03.19,00:20:08.90,일단 제 탓이 아니라는 게 히트입니다.
00:20:09.00,00:20:14.44,개초딩 문제만 나와서 얼탱이 없네.
00:20:14.80,00:20:18.97,조조님이 제안한 단어입니다.
00:20:20.75,00:20:21.07,시발 조만간 이거 폐쇄당한다.
00:20:21.42,00:20:48.86,제한자도 박제되는 그 시스템이 아주 마음에 들어요 다음 이렇게 하고 이렇게 하고
00:20:52.13,00:21:05.59,제안자 저거 익명 보장할 수 있게 해달라고 권해 넣어야겠다 개X발 창피하네 다 그렸다 정답은 기타 히어로!
00:21:05.61,00:21:16.82,자 안전한 도로님께서 제안 주신 단어고요 주학구학국 주희님이 뽑혔어요 이제 뭐냐고?
00:21:18.03,00:21:19.19,공부 좀 해 모르면 다음 라운드
00:21:24.03,00:21:43.99,뭐 주제가 뭐 이딴 거밖에 없냐 진짜 더럽고 징그럽고
00:22:02.87,00:22:32.66,어 이거는 괄호 포함입니다 우리 탓하지 마라 다 너가 만든 괴물이다 지금 시청자한테 더럽고 징그럽다는 거냐 민심 제안 주신 분이 괄호까지 해서 다섯 글자가 되어버렸어요 아까 제시어 받을 때 ㅈㄴ 플라인드 되더라 크크크
00:22:37.60,00:22:48.04,진짜 수준 봐라 시발 뭐 더럽다고?
00:22:48.06,00:23:04.88,니가 그딴거만 내자 나트
00:23:16.69,00:23:29.32,결국 제시어는 네가 고르는 거 아니냐?
00:23:29.34,00:23:29.82,결국 남 탓하는 것이냐?
