시작 시간,종료 시간,내용
00:00:22.08,00:00:43.52,다음 영상에서 만나요.
00:00:56.25,00:01:00.80,다음 영상에서 만나요.
00:01:53.37,00:02:05.07,할로우 마이크 소리 잘 들린다네요?
00:02:05.09,00:02:20.77,아 이번 주는 뭔가 게임만 한다고 생각하니까 마음이 아주 편안하네 아이 만원 후원 고맙습니다
00:02:23.58,00:02:27.41,오케이 한 번만 봐줄게 맛들렸냐고요?
00:02:28.13,00:02:40.69,일단 블루한테도 얘기해놨어요 스팀 배그 정지를 풀어줄 수 있는 권한이 있냐고 한번 물어봐준대요 정말 좋은 친구죠 배그 또 하냐고?
00:02:40.85,00:02:52.32,그래 오늘은 제대로 보여주지 그래서 어제 방송하고 배그에임 시뮬레이터 다운에서 실력 좀 키워왔음
00:02:52.44,00:02:53.18,그런 게 있었어?
00:02:53.58,00:03:08.10,"몰라, 나."
00:03:08.12,00:03:09.46,이 새키 정역이다!
00:03:09.49,00:03:13.95,맞지?
00:03:13.97,00:03:16.02,이 새키 정역 아닌 척 돌아가는 거 같은데?
00:03:24.47,00:03:31.82,돈의 소리좀 키워달라고?
00:03:31.84,00:03:42.47,됐어요 저격맞네 너 저격맞지?
00:03:42.49,00:03:52.67,하자마자 돌아가는거 보면 끝퀴 아 10000원을 받고 왔습니다 부트캠프는 존버자리에서 총쏘면서 싸우길래 감자하나 던지거였어 오늘은 배그도 안킬게 미안해
00:03:53.73,00:04:11.70,야 인마 두번이 우연으로 엉키면 그게 씨발 뭐 우연이야?
00:04:11.92,00:04:13.31,야 운명의 상대인가보다
00:04:14.00,00:04:18.92,이것도 설마 버튜브가 해서 하는 거냐고?
00:04:18.94,00:04:19.00,겠냐?
00:04:19.02,00:04:19.06,어?
00:04:19.08,00:04:42.59,"진짜 뭐, 뭐만 하면 다 버튜브 합방하려고 하냐고 하네 진짜 조다 서러워서 이번에도 부트캠으로 간다 알겠어?"
00:04:42.61,00:04:43.93,첫판은 손 좀 풀어야지
00:04:45.13,00:04:45.59,아닌가?
00:04:46.11,00:05:10.07,"바로 시작해볼까요, 그럼?"
00:05:10.09,00:05:10.33,코치다!
00:05:10.83,00:05:10.87,에?
00:05:10.89,00:05:11.69,나 미션 안 켰는데?
00:05:21.83,00:05:22.78,어디부터 털지?
00:05:23.50,00:05:25.93,난 제일 끝방부터 털겠어.
00:05:25.95,00:05:26.27,헉!
00:05:26.29,00:05:27.22,시X 너무 많은데?
00:05:30.75,00:05:31.35,잠깐만.
00:05:31.37,00:05:31.56,오히려 좋아.
00:06:09.96,00:06:10.62,나이스!
00:06:35.12,00:06:36.78,오케이 가방 가방 그 화염병 PTSD 와
00:06:42.17,00:07:08.12,레바야 어제보다 미니맵 크기가 많이 큰데 이제 셋을 잡은건 안 보이기 시작해서 키운거야?
00:07:08.14,00:07:08.72,오늘 뭔가 고급이 다른데 어제 방송끄고 분자연습...
00:07:12.03,00:07:12.76,롤리카
00:07:47.09,00:08:04.06,뭐야 뭐야 이거 이 새끼 어?
00:08:04.08,00:08:05.10,봇인가봐 이건 봇이 맞다 오 씨발 사람인줄
00:08:14.94,00:08:43.19,남들 고시라 할 때 난 사람이라 하겠다 고수 다 됐네 레바 브리싱 브리싱 사퍼도 아니고 각자 기우의 배그함
00:08:47.20,00:09:14.02,여러분 같이 그림 그렸던 여성 버츄버 분들과 배그 합방에도 자연스럽게 반응 부탁드립니다.
00:09:14.04,00:09:14.10,찡긋!
00:09:14.12,00:09:14.32,보라리 조용히 해.
00:09:14.34,00:09:15.32,나 배그 2000시간 밖에 안 한 뉴비인데 이 사람 하는 거 보면 화나는 거 정상이지요?
00:09:15.34,00:09:15.40,아잇!
00:09:16.11,00:09:42.08,아... 나쁘지 않았다 첫 판 나쁘지 않아 그래도 2킬 했잖아 한 잔에 호란이 왜
00:09:46.90,00:09:48.13,이제 좀 제대로 해볼까요?
00:09:48.31,00:10:12.08,좀 멀리서부터 타이밍을 해가지고 5분 정도?
00:10:12.10,00:10:12.14,노우
00:10:13.50,00:10:34.58,그놈의 버츄버 합방 얘기는 매니저님 어제 걸었던 고정 메시지 다시 걸어주세요 걸지마 그런거 와라리 왜?
00:10:34.60,00:10:34.68,응?
00:10:34.70,00:10:35.00,지금 다리에 박치기 하는 중
00:10:47.98,00:10:59.96,난난난난난난난난난난난나 호잇 호잇 호잇 정수기 주문했냐구요?
00:11:00.25,00:11:11.33,정수기 주문하니까 고장난게 다시 살아났어 그래서 예비용으로 하나 제겨놨어요
00:11:23.99,00:11:45.73,음... 왜... 뭐가 얘기가 달라져 어디로 파밍 가야지 안전하면서도 X밥이 있을까?
00:11:53.23,00:12:14.46,여기 좀 안전해 보이는군 아 이정도면 중남자 루트지 하남자 루트는 아니야
00:12:25.94,00:12:29.67,오케이 어?
00:12:29.69,00:12:31.32,좀만한 새끼 넌 내 먹이다
00:13:07.36,00:13:07.90,이 새끼!
00:13:08.73,00:13:10.59,이 새끼 저격이다!
00:13:35.17,00:13:35.37,저격이야!
00:13:35.39,00:13:35.50,음프.
00:13:35.65,00:13:36.80,일단 안전하게 파밍할 수 있겠군.
00:13:48.27,00:14:12.00,"1레벨 가방 뚝배기, 연막탄 딱 보니까 그 던질 게 되게 중요하더만 던질 거 위주로 좀 많이 준비를 해둬야겠어 레알?"
00:14:12.02,00:14:12.76,보여주지 총 가지고 와서 레바 노일 타락시킬 생각에 얼마나 신났을까
00:14:20.25,00:14:36.00,AKM 오 300가방이다 웬일 여기에도 뭐가 있는 곳인가?
00:14:36.02,00:14:43.73,존나 폐헌데?
00:14:44.33,00:14:44.41,점착폭탄
00:14:53.39,00:15:15.70,뮤턴트 M249 M249 들까?
00:15:15.72,00:15:15.84,꼬르리 조용
00:15:27.31,00:15:38.51,점착포탄 던지는 거예요?
00:15:43.04,00:15:43.44,그래도 투창북이긴 하구나 이건 뭐지?
00:15:43.46,00:15:43.54,고무보트
00:16:30.23,00:16:59.90,저깄다 으이쒸
00:17:04.49,00:17:32.42,아이씨 아 나이 진짜 아이씨 아 좀 더 신중하게 쏠 걸 그랬나 녹색 맵이라서 졌다 오케이 인정해주세요
00:17:44.79,00:18:03.13,어 날씨 좋다.
00:18:11.54,00:18:11.82,아니 그냥 니 실력 탓임.
00:18:11.84,00:18:11.95,시작한다.
00:18:11.97,00:18:12.71,만화 그려서 월 15억 벌지만 게임에서 5만원 벌기는 이렇게 힘든!
00:18:12.73,00:18:13.65,레바는 개축 크크.
00:18:13.87,00:18:13.97,고마워요.
