시작 시간,종료 시간,내용,live_id
00:00:19.37,00:00:41.64,다음 영상에서 만나요.,18430211
00:00:57.52,00:01:04.24,드디어 기어는 레이바바시!,
00:01:53.53,00:02:20.19,다음 영상에서 만나요.,
00:02:25.13,00:02:54.72,아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아 아아,
00:02:56.52,00:03:00.25,오늘 룩 파마한 거랑 잘 어울린다고?,
00:03:00.27,00:03:00.33,그래?,
00:03:00.35,00:03:01.27,오늘은 그래서 뭐 그리냐고?,
00:03:01.63,00:03:08.85,오늘도 간단하게 손풀이 하나 몇 개 그린 다음에 어 그림 투표를 받지 않을까요?,
00:03:08.95,00:03:15.44,그럴 것 같습니다 음 아,
00:03:17.11,00:03:40.55,마이크 소리가 오늘따라 좀 큰 거 같지 않나요?,
00:03:46.29,00:03:56.68,요새 마이크 세팅들이 참 나있다고?,
00:03:56.82,00:03:59.12,아 지금 소리가 커요?,
00:03:59.32,00:04:06.79,아니면 뭐 작아?,
00:04:06.83,00:04:13.78,아아 뭐 이정도면 됐죠?,
00:04:13.80,00:04:14.18,야 캠 한번 봐주세요 오빠,
00:04:15.88,00:04:25.32,고마워요 적당한데 잡음은 잘 들리게 한다고?,
00:04:25.34,00:04:41.28,소음 제거를 했는데도 잡음이 들려?,
00:04:41.30,00:04:44.12,노이즈 캔슬링이 오히려 역효과 느낌.. 그래?,
00:04:49.48,00:05:11.98,하여튼 오늘도 손풀이로 뭐 하나 그려볼까나 어제 마이크 세팅이 더 좋았나요?,
00:05:12.00,00:05:15.74,어제는 배그하느라 소음 억제를 좀 꺼놨거든,
00:05:19.87,00:05:40.98,맞아요 지금은 키보드 소리가 더 안 들리죠 지금은 온리 목소리만 들리게 설정을 했는데 보드집업 앞에 아무것도 안 입었냐고?,
00:05:41.29,00:05:45.19,나시 입었는데?,
00:05:49.46,00:06:11.26,하반신은 입었냐고 내가 뭐 씨발 방송할 땐 바지는 벗고 스릴을 누리는 그런 변태새끼인 줄 알아?,
00:06:11.28,00:06:19.23,바지는 반바지 입었어요 요새 날씨가 갑자기 확 좋아져가지고 이제 집에 있으니까 덥더라,
00:06:22.67,00:06:24.79,에어컨 온도를 살짝 올릴까?,
00:06:24.95,00:06:48.51,아니 살짝 내릴까?,
00:06:48.53,00:06:50.62,으흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐�,
00:06:53.50,00:06:54.52,팬티는 뭐 입었냐고요?,
00:06:55.12,00:07:22.93,트렁크 팬티 입었는데요 오랜만에 그런 질문 들어보네 저도 그래서 오랜만에 답변 드렸어요 요새 왜 이렇게 팬 느낌이 예전 느낌이 안 나지?,
00:07:24.18,00:07:38.31,그냥 기분 탓인가?,
00:07:38.54,00:07:39.22,배그만 해서 그렇다고?,
00:07:39.34,00:07:41.22,그런가?,
00:07:41.24,00:07:46.50,게임 좀 자제해야 되나?,
00:07:46.52,00:07:48.65,송충이는 역시 솔잎만 먹고 살아야 되는 것인가?,
00:07:55.16,00:08:01.74,늙어서겠죠?,
00:08:01.76,00:08:09.44,대체로 예전과 달라진 점으로 꼽으면 대체로 나이가 문제인 것 같기도 해,
00:08:26.39,00:08:28.76,형 그거 하지 마라 나 슬프다?,
00:08:28.78,00:08:36.93,내가 안 하면 지들이 더 염병하면서 이럴 때만 난리야?,
00:08:58.79,00:09:04.16,빨랑 투표 받아라?,
00:09:04.50,00:09:08.07,"야, 이 존만한 새끼야.",
00:09:08.09,00:09:14.10,좀 기다려.,
00:09:14.12,00:09:16.60,어떻게 사람들이 여기도 이렇게 참을성이 없을까?,
00:09:18.84,00:09:30.65,나 어제 교보문고 가서 그림 연습했을 아트북을 샀는데 하루 일당 받은 돈 다 날아감 쇳 아트북 너무 비싸시이이 아트북은 많이 비싸긴 한데 그냥 자법사 사는 게 더 낫지 않나요?,
00:09:30.67,00:09:32.82,그림 맡겨놨는데 왜 안 줌?,
00:09:32.98,00:09:37.04,안 맡겨놨는데?,
00:09:37.06,00:09:47.97,진짜 5년 뒤엔 레바 보고 살아있다는 건 강하다는 것이다 라고 할 거 같다 유유 2주간 참아서 육국을 만드셔,
00:09:49.05,00:09:52.73,내가 그림 방송을 2주만에 했어요?,
00:09:52.75,00:10:15.97,시간 존나 잘 가네?,
00:10:15.99,00:10:16.19,포롤리 간식값 지원,
00:10:17.65,00:10:29.34,아 고마워요 레바톤은 어디갔냐고?,
00:10:29.36,00:10:30.66,갑자기 왜 레바톤을 찾아?,
00:10:41.09,00:11:05.99,타블렛이 크니까 단점은 약간 움직이는 반경이 커져서 오히려 장시간 못 그리게 되는 그런 느낌이 있는 것 같아 이것도 기분 탓인가?,
00:11:06.00,00:11:07.27,왜 나 줘,
00:11:08.55,00:11:23.02,하지만 뭐 그래도 쓸만한 곳에 쓰셨네요 아 왜 이렇게 집이 덥냐?,
00:11:23.04,00:11:33.98,방송 키니까 땀이 더 나 타블렛 열 때문에 그런가?,
00:11:35.78,00:11:37.64,난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난난�,
00:11:38.99,00:11:43.79,일하기 싫을 때 증상 아니냐고?,
00:11:43.82,00:11:44.18,그런가?,
00:11:44.70,00:12:02.68,난 딱히 근데 그림방송을 일이라고 생각한 적 없는데 아 고마워요 레알?,
00:12:02.96,00:12:06.55,나도 마이너스 30%까지 갔는데 지금 마이너스 4%야,
00:12:13.55,00:12:27.52,하지만 방심해선 안돼 언제 다시 또 꼬라박을지 모른다고,
00:12:37.68,00:13:00.18,아니 근데 오를 때는 진짜 올라탈 틈도 없이 진짜 빠르게 올라가더라 괜히 주식이 어렵다고 얘기하는 게 아니었어 사람들은 쌀 때 사고 싶어 하는데 쌀 때는 보통 순식간에 지나가버려,
00:13:12.29,00:13:31.15,어렴할 때 개자식아 뭐 싸는 게 그 싼 거밖에 없어?,
00:13:31.17,00:13:32.20,인텔 많이 올랐더라?,
00:13:33.64,00:13:38.48,레알 인텔 드리고 있었어야 했는데 인텔이 이번에 26년 만에 신고가래요,
00:13:46.12,00:13:58.71,난 주식하는 사람들 이해 못하겠더라 그냥 일하면서 록도 1등 노리면 안됨 왜 큰 리스크를 짊어지고 주식하는 거임?,
00:13:58.73,00:14:01.62,그냥... 일단은... 나도...,
00:14:01.73,00:14:12.97,본전만 찾으면 안전하게 지수주총이나 그런 거나 하려고 내가 너무 바보였어 난 항상 이득만 보길래 난 주식의 천재인 줄 알았거든?,
00:14:12.99,00:14:19.20,근데 주식의 천재라는 그 생각은 한 번 잃으면 바로 고쳐지더라고,
