시작 시간,종료 시간,내용,live_id
00:00:00.03,00:00:19.59,다음 영상에서 만나요.,18559353
00:00:28.63,00:00:34.72,다음 영상에서 만나요!,
00:01:08.45,00:01:30.33,다음 영상에서 만나요.,
00:01:38.31,00:01:47.49,다음 영상에서 만나요.,
00:02:52.71,00:03:21.38,할로우 할로우,
00:03:23.00,00:03:49.41,속보 속보 여태 이어폰이 서라운드 설정이 안 돼 있었어 소리가 너무 크다고?,
00:03:52.85,00:04:19.67,오케이 줄여드릴게요 짠짠짠 10만원 치킨 미션,
00:04:30.33,00:04:31.19,지금은 소리 어때요?,
00:04:31.61,00:04:54.11,적당한가요?,
00:04:54.13,00:04:54.41,야 너 솔직하게 얘기해봐.,
00:04:54.43,00:04:55.23,지금 합방 대비해서 나 이렇게 하루하루 성장하는 중이라고 어필하는 거지?,
00:04:55.25,00:04:55.81,이제 며칠 후면 속보속보 헤드셋 3이라고 할 거냐?,
00:04:56.84,00:05:24.31,헤드셋은 하나 살까 고민 중이긴 해 지금 3만원짜리 쓰고 있거든요 더 좋은 건 더 좋지 않을까?,
00:05:24.33,00:05:24.91,여기다,
00:05:27.62,00:05:28.58,"아니다, 아래로 갈까?",
00:05:29.40,00:05:41.74,"아니야, 위로 가자.",
00:05:41.94,00:05:43.96,10개의 짜임 팝이 뭐냐고?,
00:05:47.91,00:05:55.84,"에이, 원래... 아니야, 내가 가는 곳에 사람 떨어질 수도 있어.",
00:05:56.08,00:05:56.14,몰라?,
00:05:57.22,00:06:02.85,나 하고 싶을 때 와!,
00:06:02.87,00:06:14.38,X나 많이 오잖아!,
00:06:14.41,00:06:18.21,더 멀리 가나?,
00:06:18.23,00:06:18.27,어?,
00:06:18.29,00:06:18.45,더 멀리 가네?,
00:06:45.06,00:07:11.80,"오, 부스스다.",
00:07:11.82,00:07:12.26,"와, 총스킨 아무것도 없는 건 조비한데.",
00:07:12.28,00:07:12.38,고마워요.,
00:07:13.19,00:07:31.83,스킨 있으면 ㅈㄴ 고인물처럼 보이던데?,
00:07:31.85,00:07:31.91,벗겨포,
00:07:46.43,00:08:02.17,총알은 120발 정도면 충분하겠지 오케이 파밍 끝 근데 뚝배기가 없네,
00:08:15.39,00:08:16.63,스키니 왜 이렇게 펭귄 같냐고?,
00:08:16.65,00:08:29.13,펭귄 맞아요 요거 펭귄 스키니 아 바로 뚝배기 있었어?,
00:08:29.15,00:08:29.47,괜찮아?,
00:08:29.65,00:08:43.95,다음 집에 더 있을 거야 이 집을 누가 털었을까?,
00:08:47.24,00:09:02.69,나는 비행기 내린 곳이랑 가까운데?,
00:09:02.71,00:09:03.13,안 털었네?,
00:09:03.15,00:09:08.82,뚝배기 상장 강조 해보라고?,
00:09:08.84,00:09:10.32,나 별로 룩에 관심이 없는데?,
00:09:26.77,00:09:53.12,있어 있어 깜짝이야,
00:10:10.80,00:10:37.69,근데 쟤도 귀 밝다 나 존나 살살 걸었는데 자 다음 목표목으로 향해 근데 서라운드로 바꾸니까 확실히 더 잘 들리는 것 같기도 하고,
00:10:39.84,00:10:42.99,원래 모노로 돼 있어서 왼쪽 아니면 오른쪽으로 들렸거든?,
00:10:43.85,00:10:58.73,근데 이제 저거 방향으로 들리네.,
00:10:58.75,00:10:59.77,이 집에도 누가 있을까?,
00:11:19.28,00:11:19.54,브리칭!,
00:11:19.66,00:11:19.86,브리칭!,
00:11:36.28,00:11:42.26,오케이 SR 하나 나오면 좋겠는데 라고 하니까 나왔다,
00:11:46.09,00:12:11.78,레바야 블루 님이랑 합방하면 그래도 코스튬은 강지님으로 해야지 않을까 술탄도 좀 아 술탄 나오길 길었는데 나오네,
00:12:21.36,00:12:33.01,여기도 좀 있을까?,
00:12:33.03,00:12:38.88,마을에서 박터지게 싸우는군.,
00:12:38.90,00:12:39.06,구상 먹으라고?,
00:12:39.68,00:12:40.50,"아, 있었네?",
00:13:03.45,00:13:08.23,나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나나�나�나나�나�나�나�나�나�배배,
00:13:33.16,00:13:54.19,뒤쪽에서 많이 올 것 같은데 그쵸 앞쪽 보다 뒤쪽을 봐야 될 것 같애 저쪽 집에서 쏜 것 같은데,
00:14:09.48,00:14:18.55,레바는 쓸데없이 나욕이 있어요 하면서 ㅈㄴ 총질 어그로만 하면 치킨 먹을 수 있음 아이 총질 안 하면 배그 왜 하?,
00:14:18.57,00:14:37.97,난 만나는 모든 새끼를 잡고 싶단 말이야 그럼 잘하던가 노력 중이에요,
00:14:45.27,00:15:12.92,블루님 영상 보고 연습이라도 한 거냐 되게 침착하네 크크크 너 다구리 맞으면 나 왜 다구리 치냐고 말하지 마라 이쪽으로 이쪽에서 오는 고란이 하나쯤 있을 법한데 도토방향으로 많이 내렸거든,
00:15:43.42,00:15:57.85,남자 기장은 나도 가야 돼 한 대쯤은 있어도 좋겠는데 쳤으면 허허벌판을 지금 가자,
00:16:18.54,00:16:25.87,"아, ㅈㄴ 위험한데?",
00:16:25.89,00:16:45.25,보통 위험한 게 아니야.,
00:16:45.27,00:16:45.63,호호호호 호호호호 호호 호호 호호,
00:17:03.16,00:17:08.99,족가!,
00:17:16.58,00:17:16.94,족가!,
00:17:18.72,00:17:18.92,족가!,
00:17:22.02,00:17:22.08,족가!,
00:17:22.10,00:17:22.16,족가!,
00:17:22.18,00:17:22.24,족가!,
00:17:22.26,00:17:22.32,족가!,
00:17:22.34,00:17:22.40,족가!,
00:17:22.42,00:17:22.48,족가!,
00:17:22.50,00:17:22.60,족가세요!,
00:17:22.62,00:17:22.68,족가!,
00:17:22.70,00:17:22.76,족가!,
00:17:22.78,00:17:22.84,족가!,
00:17:22.86,00:17:23.93,족가!,
00:17:23.95,00:17:24.77,족가!,
00:17:24.79,00:17:25.11,족가세요!,
00:17:25.81,00:17:27.61,족가!,
00:17:27.63,00:17:27.69,족가!,
00:17:27.71,00:17:28.03,족가!,
00:17:28.05,00:17:29.95,넌 날 못 쏴!,
00:17:29.97,00:17:30.51,혼방친 거!,
00:17:33.53,00:17:51.71,근데 어디서 쏘는거지?,
00:17:51.95,00:17:57.51,나 모르겠어 안보여 진짜 쌉 vs 쌉 ㅋㅋ,
00:18:02.35,00:18:23.83,이쪽 방향인건 알겠는데 여기 있잖아?,
00:18:23.89,00:18:24.23,아 안보여,
00:18:38.75,00:18:40.68,노안이 무섭긴 하네.,
00:18:40.70,00:18:40.80,리을리을.,
00:19:07.75,00:19:16.08,와 존나 멀어 또 제발 도로에 차 한 대 없나?,
00:19:53.34,00:19:59.79,자전거 찾기 고고 라고 할 시간에 가야될 것 같아요 어 차 저거 찬가?,
00:20:08.82,00:20:09.66,저거 움직이는 찬가요?,
00:20:18.89,00:20:19.75,오오오 움직인다,
00:20:22.75,00:20:42.75,제발 제발 제발 제발 제발.,
00:20:43.01,00:20:43.43,겁나 잘 써네?,
00:20:50.94,00:21:10.73,너 뭐야 길가에 있는 애가 죽인 거 아니네?,
00:21:11.03,00:21:14.92,맞아 양각이었어 아 차를 진작 얻었어야 됐는데,
00:21:30.24,00:21:31.38,왜 누웠냐고?,
