시작 시간,종료 시간,내용
00:01:22.48,00:01:29.90,아 아 아 아
00:02:02.49,00:02:12.90,하일로 머리 안 감았냐고요?
00:02:13.31,00:02:16.59,파마한 거야 갑자기?
00:02:24.10,00:02:24.24,뭔 일 있어?
00:02:31.36,00:02:51.55,26개월 구독 고마워요 원고 하다 왔어요 오늘 왜 이렇게 부었냐고?
00:02:51.57,00:02:51.75,살이 찐 걸 걸?
00:02:51.77,00:02:56.96,왜 이렇게 오랜만인 거 같냐고?
00:02:56.98,00:02:58.38,오랜만인 거 같기도 하고 뭔 일이 있었나?
00:03:01.08,00:03:15.67,일주일 동안 안 웃긴 했어라니요 똥바 같아 보여.. 뭔 소리야 저게?
00:03:16.15,00:03:18.78,코가 왜 이렇게 부었냐고?
00:03:18.97,00:03:22.90,평소랑 똑같은데?
00:03:22.92,00:03:23.18,뭐가 다르단 거지 다들?
00:03:23.20,00:03:28.83,기분 탓인가?
00:03:28.84,00:03:28.93,흐흐흐흐
00:03:36.95,00:03:43.24,왜 이렇게 부었냐고?
00:03:43.26,00:03:43.64,살이 찐 걸까요?
00:03:43.68,00:04:04.08,왜 오자마자 갑자기 인신공격한 건가?
00:04:04.10,00:04:04.36,다 레바형을 위한 말이야
00:04:05.96,00:04:08.50,아 구독 고맙습니다 그래서 오늘 뭐 하냐고?
00:04:09.27,00:04:12.11,그림 공부할 건데?
00:04:12.13,00:04:32.93,여러분은 낙서처럼 보이겠죠 조만간 고해성사를 다시 부활시켜 볼까 합니다 저기 익명이 일단 보장되어야 되니까 네이버 폼 같은 걸로
00:04:35.76,00:05:02.73,따로 받으면 되겠지 일단 어떻게 받을지는 제가 한번 생각을 해 볼게요 구글 폼 그것도 괜찮다 18개월 구독 고맙습니다
00:05:08.18,00:05:26.50,아리가또!
00:05:26.66,00:05:35.39,이 며칠 신작을 계속 유효화를 만들고 없고 만들고 없고를 하고 있는데
00:05:38.03,00:05:50.57,몰라요?
00:05:50.59,00:05:50.87,보여주세요?
00:05:51.15,00:05:52.52,평가해줘?
00:05:54.10,00:06:03.74,안돼요 그러면 1화 나왔을 때 기대감이 없잖아
00:06:07.75,00:06:28.63,게다가 저 아니면 못 알아보고 지금 제 콘티는.
00:06:28.65,00:06:28.99,재미없다고 할까봐 쫄리나봐 퓨.
00:06:29.01,00:06:29.13,고마워요.
00:06:29.15,00:06:34.10,강희야 아직 콘티지.
00:06:34.12,00:06:35.42,드림투표함 반하면 술 마시러 가도 됨?
00:06:35.44,00:06:35.60,가세요 가세요.
00:06:37.42,00:06:49.21,난 고해성사가 싫어.
00:06:49.23,00:06:49.79,난 너무 정상적으로 살아서 나만 소외감 느껴지거든.
00:06:49.81,00:06:50.45,나도 고해성사 애들처럼 짐승새끼들처럼 살 거라고 고민이야.
00:06:50.47,00:06:50.65,아이고 고마워요.
00:06:50.79,00:06:50.85,뭐래.
00:06:50.87,00:06:52.27,아무튼 고민이 콘티 정도는 뭐죠?
00:06:52.37,00:06:54.39,콘티 정도는 콘티도 안 되지.
00:06:57.34,00:07:01.94,콘티가 곧 본체인데.
00:07:01.96,00:07:02.48,결혼 시작하면 결혼 못할 것 같다고 하지 않음.
00:07:02.50,00:07:02.98,결혼 포기하고 넷돌 단위로 킥보잉하는 거야?
00:07:03.91,00:07:21.23,아무튼 천천히 짜고 있어야 콘티야 힘이 많이 안 들어가니까 어디서 연재하냐고요?
00:07:21.50,00:07:29.33,그것도 모르죠 일단 작품이 준비되어야지 어디에 투고를 하든가 하죠 아무튼
00:07:29.85,00:07:58.88,설렁설렁 짜고 한 4-5파 쌓이면 아마 연재초가 어디든 찔러볼 듯?
00:07:58.91,00:07:59.06,장미가 뭔가요?
00:07:59.08,00:07:59.21,시트콤이죠?
00:07:59.23,00:07:59.57,흐흐흐흐흐 흐흐흐흐흐 흐흐흐흐흐
00:08:01.25,00:08:24.61,모르죠 웹툰을 단행본화 시키는건 난 별로
00:08:27.14,00:08:55.07,별로라고 생각해요 애초에 만화를 짰을 때 컷 구성으로 짰으면 다 책으로 읽을 때 잘 어울리는데 웹툰식으로 짜놓고 그걸 스크롤 웹툰을 책으로 만드는 건 또 별로인 것 같아 연출 자체가 달라서 일단 저는 그래요 뭐 사람마다 차이가 있겠지만
00:08:59.20,00:09:27.00,뭐 매일매일 돌고 있죠?
00:09:27.02,00:09:27.16,아니 고마워요
00:09:28.98,00:09:51.99,이렇게까지 진행하는거 보면 레바튼은 진짜 버려졌네 태초에 불꽃 유기하면 그 엔딩으로 렉보다는 모두 망자가 되어버린다 크크 농담이고 항상 화이팅 모르지?
00:09:52.00,00:09:53.07,또 신작하다가 갑자기 아 ㅅㅂ ㅈㄴ 할만한데 해놓고 ㅅㅂ 레바튼이랑 같이 할지도 모를 일이야 음
00:09:56.03,00:10:07.29,어시를 좀 열었고 하면 가능할지도 모르겠지요?
00:10:07.31,00:10:07.39,아마도?
00:10:07.41,00:10:08.13,근데 계속 말해서 미안한데 그래서 피드백 방송 언제 한 판 중은?
00:10:08.15,00:10:23.49,피드백 방송은 내일이나 일요일 중으로 하는 걸로 하죠?
00:10:36.06,00:11:01.04,서연이 그림치는 그새 또 바뀌었네.
00:11:01.06,00:11:01.50,인상 깊은 캐릭터 만들기가 쉽지 않구나.
00:11:01.52,00:11:01.66,정말 슬프게.
00:11:01.68,00:11:01.92,주인공은 딱 이 관상.
00:11:01.94,00:11:02.50,애초에 어시 없이 2개 연재하던 게 미친 짓이었음.
00:11:02.52,00:11:02.84,낙서뱅이면 영도나 트러브거라.
00:11:02.86,00:11:03.20,오늘도 문제 있으면 다시 끄고.
00:11:03.22,00:11:03.30,그럴까?
00:11:05.21,00:11:06.55,"1, 3, 1년은 없냐구요?"
00:11:06.93,00:11:31.92,그 정도로 키 작은 애는 없지만 조그만 애는 있어요.
00:11:31.94,00:11:32.00,얘죠.
00:11:32.02,00:11:32.38,간만에 집에 혼잔데 술을 마실까?
00:11:32.40,00:11:32.76,얌전히 공차나가서 음료를 마실까?
00:11:35.34,00:12:02.33,오늘 금요일이구나 한잔하기에는 나쁘지 않은 요일이네요 그린 다음에 한두달 뒤에 다시 그 그림을 봐 그럼 X같은 점이 보여요 그 X같은 점을 이제 고치려고 노력하면 돼
00:12:09.51,00:12:37.65,맞아요 그리고 그 과정을 사람들에게 보여줌으로써 수치심을 증폭시키는 거죠 월 건강 잘 챙기세요
00:12:39.99,00:12:52.71,연차까지 쓸 정도인가?
00:12:54.18,00:13:02.65,아직 일단 당신 쓰고 싶을 때 쓰세요.
00:13:03.57,00:13:03.67,그쵸?
00:13:03.69,00:13:04.19,아무래도?
00:13:26.92,00:13:53.94,생각보다... 부끄러워하는 것 같네.
00:13:53.96,00:13:54.72,자신에게... 순수해지는... 아무것도... 할 수 없는 감정입니다.
00:14:00.38,00:14:29.05,"네, 말씀하신 대로입니다."
00:14:29.07,00:14:29.47,저에게 필요한 일이었다고 생각합니다.
00:14:29.49,00:14:29.95,선생님들에게 여러 가지 혐의를 주었습니다.
00:14:29.97,00:14:30.09,그래도...
00:14:31.10,00:14:58.86,선생님과 만난 나는... 역시... 예... 정말... 이렇게 된다고 생각합니다.
00:14:58.88,00:14:59.14,본지는 늘 짜고 있는데?
00:14:59.16,00:14:59.64,"무슨 가슴 크기가 유저 뱃살만 하냐, 쯧쯧."
00:14:59.66,00:15:00.04,"포코나, 키사키, 시베테와 나베레."
00:15:00.06,00:15:00.36,이따가 잊어버릴 수 있겠지.
00:15:01.64,00:15:14.02,"지금, 이 순간에서만... 언젠가... 기대 많이 한다, 빨리 그려도 하고?"
00:15:15.52,00:15:17.40,너무 기대하면 제가 부담스러운데?
00:15:17.90,00:15:27.27,열심히는 그려볼게요.
00:15:27.29,00:15:27.48,저도 기억합니다.
00:15:27.50,00:15:28.04,선생님이 잊어버렸어도... 정말 중요한 것은...
00:15:30.02,00:15:56.52,대충 남주는 이렇게 생... 보임?
00:15:56.80,00:15:58.17,안 보이네?
00:15:58.53,00:15:58.75,안 보여서
00:15:59.35,00:16:03.76,그럴 수 없네.
00:16:05.92,00:16:26.42,아니 후벌집 나 이거 진짜 진짜 진짜 응 맛있다 아니 너무 달면 김치랑 먹어요 여러분들 맵고 달고 짜고 고소하고 맵단짠고 아니 밸런스 되게 괜찮다니까 그리고 커피로 무슨 메뉴야 저게?
00:16:26.44,00:16:27.48,아 케이크랑 김치라고?
00:16:34.41,00:16:35.55,나 원래 케이크 먹을 때 김치 먹는데 아니 단 거 먹을 때 김치 괜찮아요 아아 아 먹어 먹어 먹어 아아
00:16:36.54,00:16:51.37,저의 개인적인 입맛이지!
00:16:51.39,00:16:51.73,옥경이 이게 어떻게 퇴직이야!
00:16:51.75,00:16:51.85,야 김치!
00:16:52.05,00:16:52.13,케이크!
00:16:52.37,00:16:52.49,어 먹어봐.
00:16:52.51,00:16:52.61,깜짝이야.
00:17:17.18,00:17:28.91,눈을 약간 갈색에서 약간 붉은빛 차이로 할까?
00:17:28.95,00:17:34.22,저관으로 할까?
00:17:34.24,00:17:34.28,어?
00:17:44.84,00:17:49.45,클립인데 아직도 소리가 안 들리네 왜 우리 방송만 이럴까?
00:18:26.74,00:18:54.25,저도 그런게 있나 싶어서 눌러봤는데 없더라고?
00:18:54.27,00:18:55.50,구독 고마워요 와 빌리 이격이다
00:19:07.43,00:19:26.28,타이디자인이 너무 고속방지턱 같지 않나요?
00:19:26.30,00:19:26.50,과속유도 아니냐고?
00:19:44.92,00:20:08.94,이 정도 포인트 컬러는 넣어야겠다 너무 너무 흑백보다는 딱 인물 컬러는 한 이 정도만?
00:20:08.96,00:20:09.28,눈 색깔이 왜 흑평이 같다고?
00:20:09.30,00:20:09.72,랩파님도 그리고 계신 웹툰 팬이신가요?
00:20:09.74,00:20:10.08,저도 저 웹툰 좋아하는데 그래요
00:20:13.29,00:20:37.11,예전에 트위치 때인가 TV 직속참기 때인가도 랩바 방송만 뭐 설정 이상한 거 있었는데 그때 아이패드에서 랩 바꿔 노그아웃하고 하는 거로 해결하지 않았나?
00:20:37.13,00:20:38.81,아까 티나님 클립 뭔지 찾아보고 왔는데 다음에 합방 한번 하시죠가 아니라 입마린도 모르는 척 들이대라고 알려준다 뭔 소리야 ㅅㅂ 여학생 편지라고?
00:20:39.07,00:20:41.78,애니메이트 가서 작품서도 좀 몇 개 써봤어요
00:20:41.87,00:20:57.15,이번에도 손그리기 작법서랑 이건 교복 모음집 디자인 이거는 포즈 모음집이에요
00:21:00.71,00:21:12.72,우리나라 교복은 거의 안 입는다는데?
00:21:12.74,00:21:14.40,그쵸 이제?
00:21:14.42,00:21:15.18,근데 알빵가?
00:21:28.41,00:21:29.31,바다 위에서 즉석으로 만든 방어회와 초밥 보는 것만으로도 먹음직스러워 보이는데요.
00:21:29.33,00:21:30.07,대방어 한 마리면 작업자 8명이 충분히 먹고도 남을 정도로 큽니다.
00:21:30.84,00:21:31.87,대방어?
00:21:31.89,00:21:53.21,"와, 배 위에서 바로 잡아서 먹는 거야?"
00:21:53.23,00:21:53.75,"와, 배 위에서 먹는 방어회 정말 잘 먹겠네요."
00:21:53.77,00:21:53.87,맛있어요?
00:21:53.89,00:21:54.20,"소고기, 나는 고기 있잖아."
00:21:54.22,00:21:54.90,"일부러 이렇게 방어 먹으려고 방어 배 타는 거예요, 이 맛에."
00:21:54.92,00:21:55.22,그리느라 또 빠진 캐프테일.
00:21:57.63,00:22:26.35,그것도 존나게 맞는 말이에요 그린 사람 입장에선
00:22:28.41,00:22:56.29,우산을 씨발... ㅋㅋ
00:22:56.99,00:23:21.21,도라에몽 주머니야?
00:23:21.23,00:23:23.59,나오면 당연히 해보겠죠?
00:23:42.74,00:24:06.62,근데 큰 렛인 기준이 70만 렛 시절이라고 하던데 듣기로는 이게 던전 막 나오던 시절?
00:24:06.64,00:24:09.90,그럼 크로니컬 파밍 해야 돼?
00:24:09.92,00:24:11.14,그러고 싶진 않은데
00:24:37.43,00:24:55.49,아 요새 미스텍워시 얼마씩 하죠?
00:24:55.93,00:25:06.04,혹시 워시 경험 있으신 분?
00:25:06.76,00:25:15.69,근데 이런 걸 하면 진짜 미안하다고 생각할 수도 있는데 그거 더 복잡해진 거 말고는 나도 액션 편하게 갈 수 있어서 지금 입문하고 싶어
00:25:17.76,00:25:22.53,주간 작가한테 물어보는 게 빠를 듯?
00:25:22.55,00:25:46.89,당연하지 내가 애초에 진짜 작정하고 물어볼 생각이었으면 그렇게 했죠 지금은 아이스 브레이킹 드름바론 컷당 10000원?
00:25:47.67,00:25:50.13,"컷당 10,000원?"
00:25:50.15,00:26:10.89,"개소리도... 컷당 10,000원 주면 한 주에 보통 7,80코트 하는데 한 편에 7,80이라고?"
00:26:10.91,00:26:15.48,그... 완전 그 밑색의 그림자 보정까지 하면 은정이에요.
00:26:17.52,00:26:27.96,"아, 내가 죽였다."
00:26:27.98,00:26:28.30,이건 거짓말이지만 규제입니다.
00:26:28.32,00:26:28.42,죽였다고?
