시작 시간,start_sec,종료 시간,end_sec,화자,내용,live_id
00:02:21,141.01,00:02:29,149.68,UNKNOWN,반갑습니다,19197948
00:02:29,149.68,00:02:33,153.88,UNKNOWN,어제 친구들하고 좀 과음을 했더니,
00:02:33,153.88,00:02:43,163.47,UNKNOWN,상태가 썩 좋지는 않습니다,
00:02:43,163.47,00:02:45,165.47,UNKNOWN,지금 숙취면 언제 마신 거냐고?,
00:02:45,165.47,00:02:48,168.35,UNKNOWN,어제...,
00:02:48,168.35,00:02:50,170.55,UNKNOWN,방송하고 나갔으니까,
00:02:50,170.55,00:02:54,174.05,UNKNOWN,이 채널 구독 28개월 기념 메시지를 보내보세요,
00:02:54,174.05,00:02:57,177.05,UNKNOWN,어제 한 10시부터 아침 6시까지 마셨어요,
00:02:59,179.05,00:03:01,181.05,UNKNOWN,그저 너무하고,
00:03:01,181.05,00:03:12,192.23,UNKNOWN,지금 오는 거 납득이 되죠?,
00:03:12,192.23,00:03:13,193.73,UNKNOWN,길바닥에서 잤냐고? 아니,
00:03:13,193.73,00:03:17,197.73,UNKNOWN,5년 만에 토 한 번 해봤어,
00:03:17,197.73,00:03:19,199.93,UNKNOWN,옛날에 한 번 마시고 토한 적이 있었는데,
00:03:19,199.93,00:03:22,202.23,UNKNOWN,진짜 간만에 한 번 토해봤다,
00:03:22,202.23,00:03:37,217.73,UNKNOWN,흠...,
00:03:37,217.73,00:03:39,219.93,UNKNOWN,던파를 하셔,
00:03:39,219.93,00:03:42,222.33,UNKNOWN,5대 앰버서더가 정해진 것 같군,
00:03:42,222.33,00:03:43,223.73,UNKNOWN,무려 변호사가,
00:03:45,225.13,00:03:47,227.33,UNKNOWN,레바 형 그 이야기 들었어?,
00:03:47,227.33,00:03:50,230.13,UNKNOWN,치지직 새로운 소식인데 그게 뭐냐면,
00:03:50,230.13,00:03:51,231.33,UNKNOWN,섹스,
00:03:51,231.33,00:03:52,232.53,UNKNOWN,맞아요 어제,
00:03:52,232.53,00:03:55,235.73,UNKNOWN,절체절명의 순간이 있었어요,
00:03:55,235.73,00:03:57,237.73,UNKNOWN,아니 만원으로 고맙습니다,
00:03:58,238.13,00:04:03,243.23,UNKNOWN,현대치료에서 식혀마셔라 그래야 속 풀린다,
00:04:03,243.23,00:04:09,249.83,UNKNOWN,어제 딱 2차 가려고 딱 홍대 쪽을 이렇게 가고 있었는데,
00:04:15,255.83,00:04:20,260.43,UNKNOWN,그 애니메이트 앞에 길다란 골목 공원이 있죠,
00:04:20,260.43,00:04:22,262.43,UNKNOWN,골목이란다 그냥 공원,
00:04:22,262.43,00:04:26,266.93,UNKNOWN,형이 추천해준 버츄버들 너무 재밌어서 돈 쓰다보니 형한테 쓸 돈이 없어,
00:04:26,266.93,00:04:30,270.43,UNKNOWN,다음 달부턴 구독 없다 뭐 그렇게 되었다,
00:04:30,270.43,00:04:32,272.43,UNKNOWN,쪼꼬요,
