시작 시간,start_sec,종료 시간,end_sec,화자,내용,live_id
00:03:00,180.11,00:03:02,182.43,UNKNOWN,아 집이 왜 이렇게 오늘따라 덥냐,18961058
00:03:07,187.86,00:03:09,189.74,UNKNOWN,집 온도가 29도?,
00:03:09,189.74,00:03:21,201.35,UNKNOWN,주말에 피곤하다 하고 주중에 올게요 하면서 일찍 끄고 진짜로 주중에 오면 앞으로 업가를 어떻게 하라고 이러세요,
00:03:21,201.35,00:03:22,202.47,UNKNOWN,라고 할 뻔,
00:03:22,202.47,00:03:23,203.51,UNKNOWN,아이 고마워요,
00:03:23,203.51,00:03:26,206.43,UNKNOWN,근데 오늘 방송 8시 전에 꺼야 됩니다,
00:03:26,206.43,00:03:29,209.23,UNKNOWN,이런 방송 자주 해줬으면 좋겠어 사랑해 꼬꼬쪼,
00:03:29,209.23,00:03:30,210.39,UNKNOWN,아이 고마워요,
00:03:31,211.11,00:03:33,213.67,UNKNOWN,8시에 업무 미팅이 있어가지고,
00:03:34,214.47,00:03:35,215.95,UNKNOWN,그때 좀 가봐야 돼요,
00:03:35,215.95,00:03:58,238.08,UNKNOWN,마린 크로스곤 건담 프라모델 발매했다고 하네요,
00:03:58,238.08,00:04:00,240.0,UNKNOWN,아이 고마워요,
00:04:00,240.0,00:04:06,246.74,UNKNOWN,손풀이로 뭘 하나 그릴까나,
00:04:06,246.74,00:04:22,262.62,UNKNOWN,마즈피플? 갑자기?,
00:04:22,262.62,00:04:24,264.62,UNKNOWN,마즈피플 그냥 이렇게?,
00:04:24,264.62,00:04:25,265.78,UNKNOWN,잠깐만,
00:04:25,265.78,00:04:38,278.22,UNKNOWN,이렇게 생기지 않았나?,
00:04:38,278.22,00:04:47,287.93,UNKNOWN,형 캐릭터 하나하나가 존나 맛있게 생겼네요,
00:04:47,287.93,00:04:52,292.25,UNKNOWN,"짭짤한 맛, 비릿한 맛, 달달한 맛, 별의별 맛들이 다 보인",
00:04:52,292.25,00:04:53,293.69,UNKNOWN,마즈피플,
00:04:53,293.69,00:05:13,313.62,UNKNOWN,형 영화 군채 볼 거야,
00:05:13,313.62,00:05:14,314.94,UNKNOWN,군채?,
00:05:14,314.94,00:05:18,318.62,UNKNOWN,뭐 가치목인가요?,
00:05:18,318.62,00:05:20,320.74,UNKNOWN,메바야 오늘 뭐 했냐?,
00:05:20,320.74,00:05:22,322.18,UNKNOWN,일어나서 밥 먹고,
00:05:22,322.18,00:05:25,325.58,UNKNOWN,근데 메탈슬러그 설정집에 마즈피플이랑 결혼한 사람도 있던데,
00:05:25,325.58,00:05:29,329.8,UNKNOWN,이것도 펄이로 취급하는 거임?,
00:05:29,329.8,00:05:36,336.93,UNKNOWN,어디보자 뭘 그려야겠까나,
00:05:36,336.93,00:05:38,338.37,UNKNOWN,뭐야 8시에 가는 거면,
00:05:38,338.37,00:05:41,341.97,UNKNOWN,그래도 제법 하네 평소에도 3에서 4시간씩만 하다 갔으니,
00:05:41,341.97,00:05:43,343.65,UNKNOWN,그래서 투표는 없는 거야?,
00:05:43,343.65,00:05:45,345.29,UNKNOWN,낙서랑 잡담이라니?,
00:05:45,345.29,00:05:47,347.09,UNKNOWN,너가 어제 투표해준다며?,
00:05:47,347.09,00:05:50,350.21,UNKNOWN,뭐 하다가 투표도 받으면 되죠,
00:05:51,351.53,00:06:03,363.68,UNKNOWN,냅다 시작하자마자 그림 투표받으라고 강요하는 건 너무 그렇지 않나요?,
00:06:03,363.68,00:06:13,373.81,UNKNOWN,누굴 그리지?,
00:06:13,373.81,00:06:17,377.36,UNKNOWN,영도 드가볼까?,
00:06:17,377.36,00:06:22,382.93,UNKNOWN,도래 도래,
00:06:22,382.93,00:06:27,387.21,UNKNOWN,레진 이사로서 영어첩 웹드 제작사에게 갑질하러 가신다고요?,
00:06:27,387.21,00:06:31,391.79,UNKNOWN,내가 왜?,
00:06:31,391.79,00:06:33,393.71,UNKNOWN,영도는 지금 열려있을 거예요,
00:06:33,393.71,00:06:41,401.23,UNKNOWN,"X4 던퍼부스 가시는 거 토, 일 둘 다인가요?",
00:06:41,401.23,00:06:43,403.55,UNKNOWN,"일요일은 모르겠고 목, 금, 토 참여할걸요?",
00:06:43,403.55,00:06:45,405.65,UNKNOWN,정말 무서운 이야기,
00:06:45,405.65,00:06:48,408.05,UNKNOWN,난 유튜브를 보고 있었어,
00:06:48,408.05,00:06:48,408.87,UNKNOWN,띵동!,
00:06:48,408.87,00:06:49,409.59,UNKNOWN,갑자기 뱅!,
00:06:49,409.59,00:06:51,411.39,UNKNOWN,뱅온 알람이 울렸어,
00:06:51,411.39,00:06:55,415.39,UNKNOWN,난 유튜브를 끄고 방송을 보러 들어갔지,
00:06:55,415.39,00:06:59,419.63,UNKNOWN,난 방송을 키자마자 경악을 금치 못했어,
00:06:59,419.63,00:07:04,424.45,UNKNOWN,방송에는 정탑이가 있었으니까,
00:07:04,424.45,00:07:05,425.33,UNKNOWN,머리 무서워,
00:07:05,425.33,00:07:08,428.33,UNKNOWN,그런데 그냥 정탑이가 아니었어,
00:07:08,428.33,00:07:12,432.76,UNKNOWN,계열할 특급 주령 정탑이었지,
00:07:12,432.76,00:07:16,436.6,UNKNOWN,미안합니다,
00:07:16,436.6,00:07:20,440.96,UNKNOWN,그런데 계열할 특급 주령 정탑이만 있는 게 아니었어,
00:07:20,440.96,00:07:22,442.3,UNKNOWN,이도 공식임,
00:07:22,442.3,00:07:23,443.64,UNKNOWN,그 녀석도 같이 있었지,
00:07:23,443.64,00:07:25,445.92,UNKNOWN,패엑크가 나오더군요,
00:07:25,445.92,00:07:29,449.04,UNKNOWN,그런데 그냥 그 녀석이 아니었어,
00:07:30,450.32,00:07:31,451.2,UNKNOWN,난 allies라고 base số인화,
00:07:31,451.2,00:07:36,456.64,UNKNOWN,따따불로 계열할� nella는 미친 특급주령 그 녀석이었지,
00:07:36,456.64,00:07:39,459.56,UNKNOWN,한 편에 비해ーん,
00:07:39,459.56,00:07:41,461.44,UNKNOWN,다 틀렸어,
00:07:41,461.44,00:07:43,463.08,UNKNOWN,편집을 왜 이렇게 해놨어,
00:07:43,463.08,00:07:45,465.2,UNKNOWN,그냥 귀엽고 청초한 정탑이의 방송을 보길 바라는 건,
00:07:45,465.2,00:07:48,468.28,UNKNOWN,너무 오만했던 걸까,
