시작 시간,start_sec,종료 시간,end_sec,speaker,내용,live_id
00:01:27,87.82,00:01:31,91.98,UNKNOWN,제국책녀 오브제 출력벽으로 인해 옷 삭제되면 갓종민 인정함,19260168
00:01:31,91.98,00:02:42,162.23,UNKNOWN,레바야 우라 갱신돼서 새로 사줘야 하는데 살값이 너무 올랐다 하나만 사줘라,
00:02:42,162.23,00:03:18,198.69,UNKNOWN,할로우 다들 잘 지났나요?,
00:03:22,202.84,00:03:28,208.98,UNKNOWN,오늘은 던파 신캐가 업데이트돼서 던파를 해볼까 합니다,
00:03:28,208.98,00:03:34,214.51,UNKNOWN,광고 잘 봤다고?,
00:03:35,215.61,00:03:40,220.27,UNKNOWN,야 이 씨 조혜련 씨랑 퇴보를 언제 해보겠냐 인생에서,
00:03:40,220.27,00:03:44,224.61,UNKNOWN,도대체 얼마나 던파를 사랑하면 퇴보를,
00:03:44,224.61,00:03:51,231.06,UNKNOWN,그거 촬영 한 4일 전에 딱 연락가지고 레바님 해가지고,
00:03:51,231.06,00:03:54,234.04,UNKNOWN,조혜련 씨랑 퇴보하실래요?,
00:03:54,234.04,00:03:57,237.78,UNKNOWN,조혜련 씨랑요? 재밌을 것 같은데 해보죠,
00:03:57,237.78,00:03:59,239.94,UNKNOWN,4일 뒤에 촬영하라고,
00:03:59,239.94,00:04:11,251.78,UNKNOWN,레바님 제가 방금 좋은 영상 보고 왔는데 영상 도네이션 열어주실 수 있나요?,
00:04:12,252.2,00:04:14,254.2,UNKNOWN,레바님이랑 같이 보고 싶어요,
00:04:14,254.2,00:04:16,256.2,UNKNOWN,뭘 보고 싶어하는지,
00:04:16,256.22,00:04:18,258.22,UNKNOWN,알 것 같으니까 다 같이 볼까요?,
00:04:18,258.22,00:04:38,278.75,UNKNOWN,게임 하기 전에,
00:04:38,278.75,00:04:40,280.75,UNKNOWN,하하하하하하,
00:04:40,280.75,00:04:51,291.6,UNKNOWN,나는 가편본만 왔는데 완성본 이번에 처음 봐요,
00:04:51,291.6,00:04:53,293.6,UNKNOWN,신격권의 세계로 들어가,
00:04:53,293.6,00:04:55,295.6,UNKNOWN,으쌰,
00:04:55,295.6,00:04:57,297.6,UNKNOWN,컴온,
00:04:57,297.6,00:04:59,299.6,UNKNOWN,원 투 똑바로 상대를 바라보며,
00:04:59,299.6,00:05:01,301.6,UNKNOWN,업컨,
00:05:01,301.6,00:05:03,303.6,UNKNOWN,잭 하트 푹,
00:05:03,303.6,00:05:05,305.6,UNKNOWN,이거 30초짜리구나 잠깐만 잠깐만,
00:05:05,305.6,00:05:07,307.6,UNKNOWN,풀 버전 봅시다,
00:05:07,307.6,00:05:22,322.33,UNKNOWN,7분이나 돼?,
00:05:22,322.33,00:05:24,324.33,UNKNOWN,난 가편본 받았을 때 7분짜리 아니야?,
